bod_id,iter_num,x,y,vx,vy
0,0,-0.7073479188212461,0.15359820941821897,0.02386005749836459,1.6972479583424749
1,0,0.6142111625408447,-0.3492693266239126,-0.6970379824610479,0.11535296381940682
2,0,-0.6537377673262145,-0.2952629513357759,0.6731779249626835,-1.8126009221618813
0,1,-0.417627158206982,1.130868707314719,0.4192123541027598,0.5852025321582438
1,1,-0.6047286519648277,-0.3975900639668829,-1.3522101850423422,-0.3314872611179083
2,1,0.27548128656519316,-1.224212711889306,0.9329978309395836,-0.25371527104033503
0,2,-0.025219568534323226,1.5153440052278355,0.3713808494955201,0.2505076405184545
1,2,-1.7449000007105027,-0.6911874480334685,-1.0106913237337123,-0.25296493428601824
2,2,1.0232450456382096,-1.3150906257358352,0.6393104742381923,0.0024572937675645377
0,3,0.3282514997149232,1.6791428003624074,0.34779339992925223,0.09197905166925038
1,3,-2.6677667477679594,-0.9128316510545746,-0.869325904242821,-0.2007171915007726
2,3,1.59264072444642,-1.257245217849302,0.5215325043135688,0.10873813983152295
0,4,0.6715286726525551,1.709906456359647,0.3492231738399374,-0.026809837729112395
1,4,-3.485265387151743,-1.0961847383294177,-0.788286986769398,-0.1721585418743774
2,4,2.0668621908925724,-1.1046557865716993,0.43906381292946084,0.1989683796034906
0,5,1.0267039553232655,1.628032630798008,0.37222593383009744,-0.13940315095445965
1,5,-4.23712152452739,-1.257148356785781,-0.7337160425020027,-0.15425916187559935
2,5,2.463543045597515,-0.8618183425536978,0.36149010867190534,0.2936623128300597
0,6,1.4188035063427198,1.428114860096736,0.4274021747250371,-0.2702278886130869
1,6,-4.942730996231209,-1.4034777550278617,-0.693599968283629,-0.1420741293881637
2,6,2.7770529662818815,-0.5155711736103435,0.26619779355859186,0.41230201800125155
0,7,1.9012532401213522,1.069413658723948,0.5775412413210876,-0.47877328330462443
1,7,-5.613399919886086,-1.5395904087058099,-0.6625038640725928,-0.13336181127373858
2,7,2.965272156158118,-0.020757318559604127,0.08496262275150475,0.6121350945783636
0,8,3.0104478736700155,0.7772978255136578,1.2674445029715384,1.6051309604864068
1,8,-6.256531598932733,-1.6682898698504904,-0.6376440585999388,-0.12694738202231448
2,8,2.4992092016561007,0.4000579757953673,-0.6298004443715993,-1.4781835784640918
0,9,4.031198168056473,2.138263495903078,0.9647297575476169,1.2935200912474212
1,9,-6.877340954328285,-1.7914935793484872,-0.6170667530884065,-0.12224856034224064
2,9,2.099268262665197,-0.8377039850960557,-0.34766300445920995,-1.1712715309051793
0,10,4.96918533836775,3.395417099256544,0.9351874558398005,1.2532244890851154
1,10,-7.479248512817429,-1.91094035496501,-0.5993152079500312,-0.11934879349258687
2,10,1.7631886508430668,-1.975410812832998,-0.33587224788976794,-1.1338756955925264
0,11,5.887772492586618,4.626629220940464,0.9218472674580612,1.235915208640606
1,11,-8.064716521872928,-2.028336617276199,-0.5837888160616463,-0.11805904285312459
2,11,1.4300695056797001,-3.0892266722057253,-0.3380584513964139,-1.117856165787479
0,12,6.7961140339098804,5.844851913324999,0.913747174247879,1.22590250299983
1,12,-8.635782370170668,-2.1451257790636755,-0.5701803030039221,-0.11806768417230282
2,12,1.092793812654178,-4.190660202802785,-0.3435668712439562,-1.1078348188275255
0,13,7.697803802093148,7.054995789222955,0.9081521307149361,1.219227407491507
1,13,-9.194237124262042,-2.2624329137769754,-0.5582803034864995,-0.11905416521637949
2,13,0.7495587985622847,-5.283496943987437,-0.3498718272284364,-1.100173242275125
0,14,8.594725598214728,8.259522037984718,0.9039983026976216,1.2143931629347966
1,14,-9.741680939610344,-2.3810810039368797,-0.5479063732966889,-0.12073322439296512
2,14,0.40008081778900406,-6.369375102589287,-0.3560919294009331,-1.093659938541829
0,15,9.488022857636865,9.459866803323793,0.9007678532771433,1.2106976848500015
1,15,-10.279537534007071,-2.5016355187317494,-0.5388834656695038,-0.12287108423049463
2,15,0.04464015276359868,-7.449165353133495,-0.3618843876076406,-1.0878266006195034
